Date,Open,High,Low,Close,Volume
"Feb 7, 2025",92998.73,96447.34,92592.52,93431.85,53952775411
"Feb 6, 2025",92906.78,95688.09,92162.35,93010.27,43622022053
"Feb 5, 2025",94373.00,95147.49,92466.90,92911.40,47242522056
"Feb 4, 2025",98177.18,98562.30,92705.65,94367.03,70387923928
"Feb 3, 2025",95324.64,99157.24,89222.69,98183.67,111734495826
"Feb 2, 2025",97135.56,97877.75,93886.11,95332.33,61569789864
"Feb 1, 2025",98830.07,99170.68,96784.48,97130.13,26785639556
"Jan 31, 2025",100738.27,102066.59,97951.66,98832.22,44137193944
"Jan 30, 2025",99484.95,101998.98,99089.28,100736.09,40315233733
"Jan 29, 2025",97165.34,100589.38,97133.01,99479.07,45500000133
"Jan 28, 2025",97814.55,99385.13,96099.16,97179.67,45247126641
"Jan 27, 2025",98094.19,98621.60,93478.54,97807.16,85274561336
"Jan 26, 2025",99703.10,100408.16,97926.95,98096.29,21536517646
"Jan 25, 2025",99799.19,100208.30,99129.27,99704.47,22746003575
"Jan 24, 2025",99816.81,101970.56,98433.19,99794.86,49876947107
"Jan 23, 2025",99593.77,102729.75,97183.39,99811.54,99950120635
"Jan 22, 2025",101986.55,102045.65,99202.70,99589.35,51765886964
"Jan 21, 2025",97915.67,102744.41,96500.21,101996.05,85264472337
"Jan 20, 2025",98324.98,105812.41,96722.17,97881.21,121160679030
"Jan 19, 2025",101666.31,103345.20,96931.52,98330.67,74694177796
"Jan 18, 2025",101067.64,102021.17,99225.04,101663.18,49119439437
"Jan 17, 2025",97097.11,103037.74,97035.09,101394.83,69778168648
"Jan 16, 2025",97626.73,97889.16,94748.36,96836.13,52519677177
"Jan 15, 2025",93666.31,97822.23,93690.45,97625.95,56150304169
"Jan 14, 2025",92088.92,94902.78,92043.42,93666.30,52172340058
"Jan 13, 2025",92246.48,93596.52,87411.88,92086.51,71102708207
"Jan 12, 2025",92218.80,93000.70,91386.76,92246.04,20389485037
"Jan 11, 2025",92332.46,92620.53,91493.20,92219.64,18392804431
"Jan 10, 2025",89829.73,93484.57,89956.20,92333.07,60506667813
"Jan 9, 2025",92158.91,92421.15,88549.16,89819.57,60968648784
"Jan 8, 2025",93723.54,93998.52,89804.75,92158.95,61937226845
"Jan 7, 2025",98473.11,98956.09,92892.72,93722.13,56747818088
"Jan 6, 2025",95402.57,98587.09,94976.41,98308.65,49909748805
"Jan 5, 2025",95266.36,95896.44,94352.68,95402.58,19917235201
"Jan 4, 2025",95134.05,95751.76,94623.66,95268.61,21667660230
"Jan 3, 2025",94353.98,96061.63,93430.73,95134.48,34532259176
"Jan 2, 2025",91215.95,95260.45,91023.77,94359.00,44809128866
"Jan 1, 2025",90265.93,91665.61,89650.50,91219.30,23688762764
"Dec 31, 2024",89031.27,92562.16,88287.74,90269.89,42149923855
"Dec 30, 2024",89671.63,91217.28,87812.02,89031.24,53997345803
"Dec 29, 2024",91267.83,91268.62,89027.76,89674.54,28414175532
"Dec 28, 2024",90317.23,91605.23,90177.28,91258.12,23117994682
"Dec 27, 2024",91831.03,93460.55,89574.58,90321.71,50280519776
"Dec 26, 2024",95486.16,96071.98,91468.32,91917.91,45150289357
"Dec 25, 2024",94839.69,95672.09,93628.34,95487.59,32406804981
"Dec 24, 2024",91004.25,95666.87,89818.21,94839.87,45283265620
"Dec 23, 2024",91147.54,92778.63,88804.59,91006.07,62703358592
"Dec 22, 2024",93210.30,93346.39,90305.52,91152.85,41354966950
